bemerkung;foto-nachweis;pollenproben vorhanden;plot;nest-label;bearbeiterIn;collection-date;post;tube;nest-material;cavity-diameter;cavity-length;n-brood-cells;n-brood-cells-leer;position nestverschluss;Nestverschluss offen (o) / zu(z);Wespe (w) /biene (b) /spinne (s) /diptera (d);rlp/he_RL-status;de_RL_status;host-family;host-species;host-food-resource;n-food-resource;n-host-individuals;n-male;n-female;n-gefressen/geschluepft;tot in kokon;n-dead-brood-cells;n-unknown-mortality;n-attacked-brood-cells;n-enemy-individuals;rlp/he_RL-status2;de_RL_status2;enemy-family-1;enemy-species-1;enemy-type-1;n-attacked-brood-cells-1;n-enemy-individuals-1;rlp/he_RL-status3;de_RL_status3;enemy-family-2;enemy-species-2;enemy-type-2;n-attacked-brood-cells-2;n-enemy-individuals-2;mortality
neu;;x;he-wi-afs-acker-sued-li;he-wi-afs-acker-sued-li-W-15;na;07.10.2024;Sued;li;ton;7;40;2;0;na;o;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;1;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
neu;;x;he-wi-afs-acker-sued-li;he-wi-afs-acker-sued-li-W-19;na;07.10.2024;Sued;li;ton;8;45;3;0;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-li;he-wi-afs-acker-sued-li-W-2;pb;07.10.2024;Sued;li;ton;6;65;3;1;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;3;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
neu;;;he-wi-afs-acker-sued-li;he-wi-afs-acker-sued-li-W-21;na;07.10.2024;Sued;li;ton;8;110;7;0;10;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;4;3;1;0;;3;3;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-li;he-wi-afs-acker-sued-li-W-24;mw;07.10.2024;Sued;li;ton;7;112;3;0;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;2;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-acker-sued-li;he-wi-afs-acker-sued-li-W-25;mw;07.10.2024;Sued;li;na;4;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-acker-sued-li;he-wi-afs-acker-sued-li-W-4;pb;07.10.2024;Sued;li;na;2;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
nicht leer!;;;he-wi-afs-acker-sued-li;he-wi-afs-acker-sued-li-W-5;pb;07.10.2024;Sued;li;ton;8;50;1;1;55;o;d;♦;♦;Tachinidae;triarthria setipennis;pollen;na;0;0;0;0;;1;0;1;1;na;na;unbekannt;unbekannt;parasit;1;1;;;;;;;;alife
;;x;he-wi-afs-acker-sued-li;he-wi-afs-acker-sued-li-W-9;mw;07.10.2024;Sued;li;ton;5;120;6;0;50;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;5;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-0-16;lh;07.10.2024;Sued;re;ton;7;130;6;1;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;4;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-0-17;lh;07.10.2024;Sued;re;ton;8;112;6;1;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;1;3;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-0-7;lh;07.10.2024;Sued;re;ton;7;122;2;2;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-O-1 ;lh;07.10.2024;Sued;re;ton;6;67;2;0;6;z;b;na;na;Megachilidae;osmia partim;pollen;na;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-O-11;lh;07.10.2024;Sued;re;ton;8;79;3;1;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;1;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
pollenreste;;;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-O-14;lh;07.10.2024;Sued;re;ton;7;42;1;1;0;z;na;na;na;na;na;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-O-3;lh;07.10.2024;Sued;re;ton;5;80;2;1;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-O-4;lh;07.10.2024;Sued;re;mulm;6;104;5;0;32;z;b;G;G;Megachilidae;osmia brevicornis ;pollen;na;3;3;0;0;;2;0;2;2;3;*;Sapygidae;sapyga quinquepunctata;cleptoparasit;2;2;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-O-5;lh;07.10.2024;Sued;re;ton;8;79;6;0;51;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;6;2;4;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-O-9;lh;07.10.2024;Sued;re;ton;9;104;6;0;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;4;3;1;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-W-10;lh;07.10.2024;Sued;re;ton;9;74;3;0;30;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;0;1;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-W-12;lh;07.10.2024;Sued;re;ton;8;92;6;0;24;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;6;6;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-W-13;lh;07.10.2024;Sued;re;ton;9;60;4;0;71;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;3;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-W-15;lh;07.10.2024;Sued;re;ton;7;146;5;2;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;5;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-W-2 ;lh;07.10.2024;Sued;re;ton;6;95;1;0;8;z;b;na;na;Megachilidae;osmia partim;pollen;na;0;0;0;0;;1;0;1;1;3;*;Sapygidae;sapyga quinquepunctata;cleptoparasit;1;1;;;;;;;;alife
;;x;he-bv-afs-acker-sued-li;he-bv-afs-acker-sued-li-W-11-2;lh;14.07.2024;Sued;li;ton;7;128;3;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;1;0;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;alife
;;;he-bv-afs-acker-sued-li;he-bv-afs-acker-sued-li-W-12-2;lh;14.07.2024;Sued;li;ton;10;75;3;na;18;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;1;0;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;alife
;;;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-W-8-2;lh;07.10.2024;Sued;re;ton;8;58;1;2;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-O-1;lh;07.10.2024;West;li;gras;9;140;3;0;21;z;w;na;na;Sphecidae;isodontia mexicana;grillen ;na;2;2;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-O-10;lh;07.10.2024;West;li;ton;7;165;11;1;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;9;9;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-O-12;lh;07.10.2024;West;li;ton;6;123;1;1;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-O-13;lh;07.10.2024;West;li;ton;7;174;9;2;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;9;5;4;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-O-14;lh;07.10.2024;West;li;ton;5;80;6;1;6;z;b;*;*;Megachilidae;osmia caerulescens;pollen;na;3;3;0;0;;3;0;3;3;3;*;Sapygidae;sapyga quinquepunctata;cleptoparasit;3;3;;;;;;;;alife
;;;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-O-15;lh;07.10.2024;West;li;ton;5;100;10;10;30;o;na;na;na;na;na;pollen;na;0;0;0;10;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-O-16;lh;07.10.2024;West;li;ton;6;15;1;0;34;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-O-4;lh;07.10.2024;West;li;gras;8;168;4;0;59;z;w;na;na;Sphecidae;isodontia mexicana;grillen ;na;4;4;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-O-8;lh;07.10.2024;West;li;ton;5;80;6;1;0;o;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;6;6;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-W-11;lh;07.10.2024;West;li;ton;7;56;2;1;115;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;0;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-W-17;lh;07.10.2024;West;li;ton;6;135;8;1;5;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;4;0;0;;4;4;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-W-2;lh;07.10.2024;West;li;gras;7;165;1;0;60;z;w;na;na;Sphecidae;isodontia mexicana;grillen ;5;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-W-3;lh;07.10.2024;West;li;blatt;7;92;5;0;19;z;b;na;na;Megachilidae;megachile partim;pollen;na;0;0;0;0;x;5;5;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-W-5;lh;07.10.2024;West;li;blatt;8;101;7;0;0;z;b;na;na;Megachilidae;megachile partim;pollen;na;7;0;7;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-W-6;lh;07.10.2024;West;li;ton;7;168;10;0;5;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;9;1;8;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-W-7;lh;07.10.2024;West;li;ton;5;100;3;0;20;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;3;3;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-acker-west-4-li;he-wi-afs-acker-west-4-li-W-9;lh;07.10.2024;West;li;ton;6;73;3;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;1;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-O-10;lh;07.10.2024;West;re;blatt;8;157;4;0;0;z;b;na;na;Megachilidae;megachile partim;pollen;na;2;2;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-O-11;lh;07.10.2024;West;re;ton;6;119;5;1;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;3;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-O-12;lh;07.10.2024;West;re;ton;7;29;1;0;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-O-2;lh;07.10.2024;West;re;gras;7;190;4;0;0;z;w;na;na;Sphecidae;isodontia mexicana;grillen ;5;3;3;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
nur nestbaureste und larvenproviant, kein kokon;;;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-O-3;lh;07.10.2024;West;re;gras;8;170;0;0;0;z;w;na;na;Sphecidae;isodontia mexicana;grillen ;8;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-4;lh;14.07.2024;West;re;ton;8;143;7;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;3;2;0;;2;1;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;alife
;;;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-O-5;lh;07.10.2024;West;re;gras;9;131;1;0;0;z;w;na;na;Sphecidae;isodontia mexicana;grillen ;7;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-O-6;lh;07.10.2024;West;re;blatt;6;118;8;0;0;z;b;na;na;Megachilidae;megachile partim;pollen;na;7;7;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;x;;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-W-1;lh;07.10.2024;West;re;blatt;9;163;7;0;0;z;b;na;na;Megachilidae;megachile partim;pollen;na;6;6;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-18;pb;07.10.2024;Nord;re;ton;8;26;1;0;65;z;na;na;na;na;na;pollen;na;0;0;0;0;;1;0;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-W-7;lh;07.10.2024;West;re;ton;5;50;4;0;25;z;b;na;na;Megachilidae;osmia partim;pollen;na;0;0;0;0;;4;3;1;1;3;*;Sapygidae;sapyga quinquepunctata;cleptoparasit;1;1;;;;;;;;dead
;;x;he-wi-ref-nord-li;he-wi-ref-nord-li-O-3;pb;07.10.2024;Nord;li;ton;6;175;10;0;2;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;9;9;0;0;;1;0;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-W-8-2;lh;07.10.2024;West;re;blatt;7;65;3;0;5;z;b;na;na;Megachilidae;megachile partim;pollen;na;3;3;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-west-4-re;he-wi-afs-acker-west-4-re-W-9;lh;07.10.2024;West;re;blatt;7;96;3;0;0;z;b;na;na;Megachilidae;megachile partim;pollen;na;3;3;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-10;pb;07.10.2024;Nord;li;cellophan ;3;40;8;0;73;z;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;;8;8;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-11;pb;07.10.2024;Nord;li;cellophan;2;32;5;0;50;z;b;na;na;Colletideae;hylaeus spec I;pollen;na;2;0;2;0;;3;3;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-12;pb;07.10.2024;Nord;li;ton;2;13;1;0;na;o;w;*;*;Vespidae;microdynerus timidus;na;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-14;pb;07.10.2024;Nord;li;cellophan ;2;74;11;0;40;z;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;x;11;11;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-15;pb;07.10.2024;Nord;li;ton;6;143;0;0;0;o;na;na;na;na;na;pollen;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-2;pb;07.10.2024;Nord;li;gras;8;165;4;0;20;z;w;na;na;Sphecidae;isodontia mexicana;grillen;na;4;4;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;x;x;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-20-1;pb;07.10.2024;Nord;li;cellophan;3;97;10;0;5;o;b;na;na;Colletideae;hylaeus spec I;pollen;na;5;1;4;0;;5;4;1;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-20-2;pb;07.10.2024;Nord;li;cellophan;2;13;1;0;na;na;w;*;*;Vespidae;microdynerus timidus;na;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-22;pb;07.10.2024;Nord;li;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-24;pb;07.10.2024;Nord;li;na;6;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
gleiche spinne wie bei he-wi-afs-br-nord-3-li-O-24;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-25;pb;07.10.2024;Nord;li;na;6;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-26;pb;07.10.2024;Nord;li;na;6;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-28;pb;07.10.2024;Nord;li;cellophan;2;7;0;0;15;z;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-29;pb;07.10.2024;Nord;li;cellophan;2;8;1;0;40;z;b;na;na;Colletideae;hylaeus spec;pollen;na;1;0;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-3;pb;07.10.2024;Nord;li;cellophan ;3;25;0;0;na;na;na;na;na;na;na;blattlaus;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-5;pb;07.10.2024;Nord;li;cellophan;3;30;5;0;40;z;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;x;5;5;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-6;pb;07.10.2024;Nord;li;cellophan;2;12;2;0;45;z;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;x;2;2;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-7;pb;07.10.2024;Nord;li;cellophan ;2;45;3;0;20;z;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;x;3;3;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-O-8;pb;07.10.2024;Nord;li;gras;8;70;2;0;10;z;w;na;na;Sphecidae;isodontia mexicana;grillen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-W-1;pb;07.10.2024;Nord;li;cellophan ;2;13;4;0;30;z;w;na;na;Crabronidae;spilomena spec;na;na;0;0;0;0;x;4;4;0;;;;;;;;;;;;;;;;dead
gibts nicht;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-W-13;pb;07.10.2024;Nord;li;cellophan ;2;5;2;0;na;o;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
nur nestbaumaterial;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-W-17;pb;07.10.2024;Nord;li;cellophan ;2;23;0;0;na;o;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-W-18;pb;07.10.2024;Nord;li;gras;9;170;4;1;10;z;w;na;na;Sphecidae;isodontia mexicana;grillen;na;2;2;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-W-19;pb;07.10.2024;Nord;li;gras;9;145;3;0;20;z;w;na;na;Sphecidae;isodontia mexicana;grillen;10;0;0;0;0;x;3;3;0;;;;;;;;;;;;;;;;dead
;x;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-W-21;pb;07.10.2024;Nord;li;ton;3;80;4;0;0;z;w;*;*;Vespidae;microdynerus timidus;na;na;3;3;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
leer;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-W-23;pb;07.10.2024;Nord;li;na;7;na;1;0;na;na;d;♦;♦;Tachinidae;triarthria setipennis;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-W-27;pb;07.10.2024;Nord;li;gras;9;0;0;0;na;na;w;na;na;Sphecidae;isodontia mexicana;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-W-4;pb;07.10.2024;Nord;li;pflanzenfasern;3;5;1;0;25;z;na;na;na;na;na;blattlaus;6;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-nord-3-li;he-wi-afs-br-nord-3-li-W-9;pb;07.10.2024;Nord;li;pflanzenfasern;2;50;3;0;na;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
pollenreste;;;he-wi-afs-br-nord-3-li ;he-wi-afs-br-nord-3-li-X-30;pb;07.10.2024;Nord;li;ton;7;145;5;0;0;z;na;na;na;na;na;pollen;na;0;0;0;0;;5;5;0;;;;;;;;;;;;;;;;dead
pollenreste;;;he-wi-afs-br-nord-3-li ;he-wi-afs-br-nord-3-li-X-31;pb;07.10.2024;Nord;li;ton;7;20;1;0;15;z;na;na;na;na;na;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-10;pb;07.10.2024;Nord;re;cellophan;2;35;5;0;10;o;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;x;5;5;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-12;pb;07.10.2024;Nord;re;ton;8;40;2;0;na;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-14;pb;07.10.2024;Nord;re;gras;6;85;1;0;30;z;w;na;na;Sphecidae;isodontia mexicana;grillen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
nur nestbaumaterial;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-16;pb;07.10.2024;Nord;re;harz;2;93;0;0;10;o;w;na;na;Crabronidae;passaloecus spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-O-16;pb;07.10.2024;Sued;li;ton;6;118;3;1;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;0;2;0;;1;0;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;alife
;;x;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-2;pb;07.10.2024;Nord;re;ton;7;70;4;0;105;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;2;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-21;pb;07.10.2024;Nord;re;gras;8;144;3;0;30;z;w;na;na;Sphecidae;isodontia mexicana;grillen;8;2;1;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-23;pb;07.10.2024;Nord;re;gras;9;155;4;0;35;z;w;na;na;Sphecidae;isodontia mexicana;grillen;na;2;0;2;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-25;pb;07.10.2024;Nord;re;na;8;na;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-26;pb;07.10.2024;Nord;re;mulm;4;73;6;0;17;o;na;na;na;na;na;na;na;0;0;0;6;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-28;pb;07.10.2024;Nord;re;ton;8;160;6;2;12;z;na;na;na;na;na;pollen;na;0;0;0;0;;6;6;0;;;;;;;;;;;;;;;;dead
leer;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-29;pb;07.10.2024;Nord;re;na;6;na;1;0;na;na;d;♦;♦;Tachinidae;triarthria setipennis;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
