bemerkung;foto-nachweis;pollenproben vorhanden;plot;nest-label;bearbeiterIn;collection-date;post;tube;nest-material;cavity-diameter;cavity-length;n-brood-cells;n-brood-cells-leer;position nestverschluss;Nestverschluss offen (o) / zu(z);Wespe (w) /biene (b) /spinne (s) /diptera (d);rlp/he_RL-status;de_RL_status;host-family;host-species;host-food-resource;n-food-resource;n-host-individuals;n-male;n-female;n-gefressen/geschluepft;tot in kokon;n-dead-brood-cells;n-unknown-mortality;n-attacked-brood-cells;n-enemy-individuals;rlp/he_RL-status2;de_RL_status2;enemy-family-1;enemy-species-1;enemy-type-1;n-attacked-brood-cells-1;n-enemy-individuals-1;rlp/he_RL-status3;de_RL_status3;enemy-family-2;enemy-species-2;enemy-type-2;n-attacked-brood-cells-2;n-enemy-individuals-2;mortality
;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-O-10;pb;08.10.2024;Ost;li;ton;5;114;4;0;0;o;na;na;na;na;na;na;na;0;0;0;4;;0;0;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-O-11;pb;08.10.2024;Ost;li;ton;6;55;2;0;60;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-O-12;pb;08.10.2024;Ost;li;ton;8;175;12;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;11;3;8;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-O-15;pb;08.10.2024;Ost;li;ton;5;160;5;0;na;o;na;na;na;na;na;na;na;0;0;0;5;;0;0;0;;;;;;;;;;;;;;;;dead
grüne raupe;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-O-16;pb;08.10.2024;Ost;li;mulm;3;8;1;0;170;z;w;♦;♦;Tenthredinidae;Ametastegia glabrata;na;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
grüne raupe;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-O-3;pb;08.10.2024;Ost;li;mulm;3;12;1;0;93;z;w;♦;♦;Tenthredinidae;Ametastegia glabrata;na;na;1;0;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-O-5;pb;08.10.2024;Ost;li;ton;3;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-O-7;pb;08.10.2024;Ost;li;ton;6;15;1;0;0;o;na;na;na;na;na;na;na;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;dead
grüne raupe;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-O-8;pb;08.10.2024;Ost;li;mulm;na;na;1;0;na;o;w;na;na;Tenthredinidae;tenthredinidae spec;na;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
;;x;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-W-1;pb;08.10.2024;Ost;li;ton;7;60;4;0;94;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;3;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-W-13;pb;08.10.2024;Ost;li;ton;3;57;3;0;14;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-W-14;pb;08.10.2024;Ost;li;ton;4;124;1;0;0;o;na;na;na;na;na;na;na;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-W-2;pb;08.10.2024;Ost;li;ton;10;55;4;0;67;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;0;4;0;;0;0;0;;;;;;;;;;;;;;;;alife
grüne raupe;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-W-4;pb;08.10.2024;Ost;li;mulm;4;10;1;0;185;z;w;na;na;Tenthredinidae;tenthredinidae spec;na;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-W-6;pb;08.10.2024;Ost;li;ton;6;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-wit-ref-ost-li;rlp-wit-ref-ost-li-W-9;pb;08.10.2024;Ost;li;ton;9;42;3;0;46;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;0;2;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-O-1;pb;08.10.2024;Ost;re;na;2;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
Artbestimmung steht noch aus;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-O-10;pb;08.10.2024;Ost;re;ton;5;70;4;0;25;z;w;na;na;Crabronidae;trypoxylon spec;spinnen;na;2;0;2;0;x;2;2;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-O-11;pb;08.10.2024;Ost;re;ton;4;85;2;0;0;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
grüne raupe;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-O-2;pb;08.10.2024;Ost;re;mulm;3;10;1;0;65;z;w;na;na;Tenthredinidae;tenthredinidae spec;na;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-O-3;pb;08.10.2024;Ost;re;ton;5;165;8;0;0;z;w;na;na;Crabronidae;trypoxylon spec;spinnen;na;0;0;0;0;x;8;8;0;;;;;;;;;;;;;;;;dead
;;x;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-O-4;pb;08.10.2024;Ost;re;ton;6;12;1;0;160;z;b;*;*;Megachilidae;osmia bicornis;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-O-5;pb;08.10.2024;Ost;re;ton;5;45;3;0;5;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
grüne raupe;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-O-6;pb;08.10.2024;Ost;re;mulm;3;10;1;0;45;z;w;♦;♦;Tenthredinidae;Ametastegia glabrata;na;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
grüne raupe;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-O-8;pb;08.10.2024;Ost;re;mulm;7;10;1;0;55;z;w;♦;♦;Tenthredinidae;Ametastegia glabrata;na;na;1;0;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
zzgl totes tier;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-W-12;pb;08.10.2024;Ost;re;ton;7;75;5;0;0;o;na;na;na;na;na;na;na;0;0;0;5;;0;0;0;;;;;;;;;;;;;;;;dead
zzgl totes tier;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-W-13;pb;08.10.2024;Ost;re;ton;3;135;2;1;5;o;na;na;na;na;na;na;na;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
zzgl totes tier;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-W-14;pb;08.10.2024;Ost;re;ton;4;75;3;0;5;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
grüne raupe;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-W-15;pb;08.10.2024;Ost;re;mulm;4;na;1;0;na;na;w;na;na;Tenthredinidae;tenthredinidae spec;na;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
grüne raupe;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-W-7;pb;08.10.2024;Ost;re;mulm;3;10;1;0;135;z;w;♦;♦;Tenthredinidae;Ametastegia glabrata;na;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
Artbestimmung steht noch aus;;;rlp-wit-ref-ost-re;rlp-wit-ref-ost-re-W-9;pb;08.10.2024;Ost;re;ton;6;110;6;0;0;z;w;na;na;Crabronidae;trypoxylon spec;spinnen;na;4;0;4;0;x;2;2;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-sued-li;rlp-wit-ref-sued-li-O-2;lh;08.10.2024;Sued;li;ton;6;132;7;1;0;z;w;♦;*;Vespidae;ancistrocerus gazella;na;na;5;0;5;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-sued-li;rlp-wit-ref-sued-li-O-3;lh;08.10.2024;Sued;li;ton;8;94;4;0;0;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;;4;4;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-sued-li;rlp-wit-ref-sued-li-O-4;lh;08.10.2024;Sued;li;ton;6;136;10;1;27;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;10;10;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-sued-li;rlp-wit-ref-sued-li-O-5;lh;08.10.2024;Sued;li;ton;7;35;4;0;88;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;;4;4;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-sued-li;rlp-wit-ref-sued-li-O-6;lh;08.10.2024;Sued;li;ton;4;66;2;1;0;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;2;2;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-sued-li;rlp-wit-ref-sued-li-O-7;lh;08.10.2024;Sued;li;ton;5;67;2;1;0;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;2;2;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-sued-li;rlp-wit-ref-sued-li-W-1;lh;08.10.2024;Sued;li;ton;5;120;5;2;0;o;na;na;na;na;na;na;na;0;0;0;5;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-O-1;pb;08.10.2024;Sued;re;ton;8;105;3;0;5;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;1;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
grüne raupe;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-O-12;pb;08.10.2024;Sued;re;mulm;4;10;1;0;180;z;w;na;na;Tenthredinidae;tenthredinidae spec;na;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-O-16;pb;08.10.2024;Sued;re;ton;4;140;7;0;0;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;7;7;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-O-2;pb;08.10.2024;Sued;re;ton;6;95;5;0;0;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;5;5;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-O-4;pb;08.10.2024;Sued;re;ton;5;120;2;0;25;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-O-5;pb;08.10.2024;Sued;re;ton;9;120;4;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;0;3;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-O-7;pb;08.10.2024;Sued;re;ton;6;115;5;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;4;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-O-9;pb;08.10.2024;Sued;re;ton;8;140;1;0;0;o;na;na;na;na;na;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
grüne raupe;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-W-10;pb;08.10.2024;Sued;re;mulm;4;10;1;0;40;z;w;♦;♦;Tenthredinidae;Ametastegia glabrata;na;na;1;0;1;0;x;0;0;0;;;;;;;;;;;;;;;;alife
grüne raupe;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-W-11;pb;08.10.2024;Sued;re;mulm;4;10;1;0;35;z;w;♦;♦;Tenthredinidae;Ametastegia glabrata;na;na;1;0;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
grüne raupe;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-W-13;pb;08.10.2024;Sued;re;mulm;5;10;1;0;10;z;w;♦;♦;Tenthredinidae;Ametastegia glabrata;na;na;1;0;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
grüne raupe;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-W-14;pb;08.10.2024;Sued;re;mulm;3;10;1;0;110;z;w;na;na;Tenthredinidae;tenthredinidae spec;na;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-W-15;pb;08.10.2024;Sued;re;ton;5;60;1;0;55;o;na;na;na;na;na;na;na;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;dead
;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-W-3;pb;08.10.2024;Sued;re;ton;6;145;2;0;na;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-W-6;pb;08.10.2024;Sued;re;ton;8;160;6;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;4;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
grüne raupe;;;rlp-wit-ref-sued-re;rlp-wit-ref-sued-re-W-8;pb;08.10.2024;Sued;re;mulm;3;10;1;0;60;z;w;♦;♦;Tenthredinidae;Ametastegia glabrata;na;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-west-li;rlp-wit-ref-west-li-O-1;pb;08.10.2024;West;li;ton;7;140;6;0;0;z;w;na;na;Crabronidae;trypoxylon spec;spinnen;na;0;0;0;0;x;6;6;0;;;;;;;;;;;;;;;;dead
;;x;rlp-wit-ref-west-li;rlp-wit-ref-west-li-O-11;pb;08.10.2024;West;li;ton;8;168;13;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;13;4;9;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-west-li;rlp-wit-ref-west-li-O-12;pb;08.10.2024;West;li;ton;6;150;3;0;0;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-wit-ref-west-li;rlp-wit-ref-west-li-O-2;pb;08.10.2024;West;li;blatt;7;28;1;0;na;o;b;na;na;Megachilidae;megachile partim;pollen;na;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;dead
Artbestimmung steht noch aus;;;rlp-wit-ref-west-li;rlp-wit-ref-west-li-O-3;pb;08.10.2024;West;li;ton;6;98;5;0;0;z;w;na;na;Crabronidae;trypoxylon spec;spinnen;na;5;3;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-wit-ref-west-li;rlp-wit-ref-west-li-O-5;pb;08.10.2024;West;li;blatt;9;125;1;0;0;z;b;na;na;Megachilidae;megachile partim;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-wit-ref-west-li;rlp-wit-ref-west-li-O-6;pb;08.10.2024;West;li;ton;6;55;2;0;110;o;w;na;na;Crabronidae;trypoxylon spec;na;0;0;0;0;0;;2;0;2;30;♦;♦;Eulophidae;melittobia acasta;parasit;2;30;;;;;;;;alife
