Durchgang;flaechen_ID;art;deckung;gesamtbluetendeckung;anzahl
5;RLP-WIT-REF-P7;Trifolium pratense;0;1;
5;RLP-WIT-REF-P8;Convolvulus arvensis;0;1;
5;RLP-WIT-REF-P8;Crepis capillaris;1;1;
5;RLP-WIT-REF-P8;Daucus carota;3;1;
5;RLP-WIT-REF-P8;Hypochaeris radicata;0;1;
5;RLP-WIT-REF-P8;Plantago lanceolata;3;1;
5;RLP-WIT-REF-P8;Trifolium repens;0;1;
5;RLP-WIT-REF-P9;Anagallis arvensis;0;1;
5;RLP-WIT-REF-P9;Crepis capillaris;2;1;
5;RLP-WIT-REF-P9;Daucus carota;2;1;
5;RLP-WIT-REF-P9;Plantago lanceolata;3;1;
5;RLP-WIT-REF-P9;Scorzoneroides autumnalis;1;1;
5;RLP-WIT-REF-P9;Trifolium pratense;0;1;
5;RLP-WIT-REF-P9;Trifolium repens;1;1;
